ID,name,deadline,type,data_size_GB,RAM_requirement_GB,working_units
T4672,Richard,2022-05-16 19:00:00,GPU,120,32,1120
T4673,Savana,2022-05-17 16:00:00,CPU,140,16,875
T4674,Julia,2022-05-21 19:00:00,GPU,150,32,1215
T4675,Maddie,2022-05-15 18:00:00,GPU,120,64,1080
T4676,Sam,2022-05-25 02:00:00,GPU,115,8,920
T4677,Jordan,2022-05-15 02:00:00,CPU,50,32,1080
T4678,Jared,2022-05-15 08:00:00,GPU,55,16,1125
T4679,Emma,2022-05-15 11:00:00,CPU,110,8,1140
T4680,Henry,2022-05-22 18:00:00,CPU,120,16,525
T4681,Mary,2022-05-23 15:00:00,CPU,55,32,865
T4682,Eddy,2022-05-23 00:00:00,GPU,130,64,1025
T4683,Vivian,2022-05-23 05:00:00,CPU,80,64,385
T4684,Elise,2022-05-16 08:00:00,GPU,60,128,545
T4685,Garry,2022-05-24 02:00:00,CPU,130,16,495
T4686,Natalie,2022-05-17 18:00:00,GPU,130,32,1065
T4687,Kellan,2022-05-15 14:00:00,GPU,60,8,1195
T4688,Kellan,2022-05-31 01:00:00,CPU,100,128,1205
T4689,Rosie,2022-05-31 21:00:00,GPU,150,64,965
T4690,Isabella,2022-05-19 23:00:00,CPU,75,64,935
T4691,Violet,2022-05-23 17:00:00,GPU,50,128,1030
T4692,Byron,2022-05-29 04:00:00,CPU,95,8,300
T4693,Albert,2022-05-18 19:00:00,GPU,145,128,1065
T4694,Audrey,2022-05-30 06:00:00,CPU,150,16,920
T4695,Rosie,2022-05-18 11:00:00,GPU,55,128,985
T4696,Daryl,2022-05-19 02:00:00,GPU,100,64,905
T4697,Valeria,2022-05-25 07:00:00,GPU,75,64,1120
T4698,Eleanor,2022-05-18 18:00:00,GPU,100,16,425
T4699,Kellan,2022-05-21 17:00:00,CPU,90,64,700
T4700,Oliver,2022-05-25 04:00:00,CPU,50,64,450
T4701,Kellan,2022-05-21 20:00:00,CPU,120,64,1240
T4702,Melanie,2022-05-18 19:00:00,CPU,125,64,625
T4703,Nicholas,2022-05-22 16:00:00,CPU,135,32,390
T4704,Darcy,2022-05-17 11:00:00,CPU,90,64,1065
T4705,Sarah,2022-05-22 10:00:00,GPU,130,16,965
T4706,Aiden,2022-05-27 14:00:00,GPU,50,128,550
T4707,Fenton,2022-05-26 12:00:00,CPU,105,32,1240
T4708,Alexander,2022-05-15 07:00:00,GPU,110,64,1030
T4709,Vivian,2022-05-24 15:00:00,GPU,55,64,760
T4710,Rosie,2022-05-20 04:00:00,GPU,130,128,1020
T4711,Amber,2022-05-19 13:00:00,CPU,55,8,705
T4712,Luke,2022-05-23 21:00:00,GPU,145,8,1010
T4713,Alfred,2022-05-20 11:00:00,GPU,55,64,1035
T4714,Oliver,2022-05-22 16:00:00,GPU,50,16,1045
T4715,Adele,2022-05-23 03:00:00,CPU,115,128,940
T4716,Garry,2022-05-15 10:00:00,CPU,90,64,320
T4717,Abraham,2022-05-21 02:00:00,GPU,85,32,315
T4718,Sophia,2022-05-28 14:00:00,CPU,125,16,545
T4719,Alissa,2022-05-18 09:00:00,GPU,120,128,1145
T4720,Jasmine,2022-05-22 12:00:00,GPU,115,128,870
T4721,Stuart,2022-05-18 20:00:00,GPU,120,32,895
T4722,Paul,2022-05-27 02:00:00,GPU,55,8,930
T4723,Lydia,2022-05-20 06:00:00,GPU,110,32,1175
T4724,Jared,2022-05-29 04:00:00,GPU,120,64,955
T4725,Luke,2022-05-18 13:00:00,GPU,70,128,325
T4726,Violet,2022-05-17 14:00:00,GPU,150,32,805
T4727,David,2022-05-30 13:00:00,CPU,95,8,585
T4728,Valeria,2022-05-17 13:00:00,GPU,105,8,365
T4729,Luke,2022-05-20 16:00:00,CPU,80,128,1230
T4730,Lucas,2022-05-23 13:00:00,CPU,95,32,470
T4731,Kate,2022-05-20 04:00:00,CPU,140,16,785
T4732,Paul,2022-05-18 13:00:00,GPU,85,64,515
T4733,Julia,2022-05-20 08:00:00,CPU,110,128,300
T4734,Oliver,2022-05-16 00:00:00,GPU,115,32,950
T4735,Briony,2022-05-26 09:00:00,CPU,135,64,1160
T4736,Darcy,2022-05-30 00:00:00,GPU,105,64,840
T4737,Alina,2022-05-30 16:00:00,GPU,140,128,1175
T4738,Madaline,2022-05-30 01:00:00,CPU,70,128,630
T4739,Arianna,2022-05-31 18:00:00,CPU,75,128,280
T4740,Jared,2022-05-17 23:00:00,GPU,145,8,1220
T4741,Amber,2022-05-15 15:00:00,CPU,130,16,1185
T4742,Jared,2022-05-26 20:00:00,CPU,75,64,455
T4743,Jenna,2022-05-28 07:00:00,GPU,55,32,845
T4744,Dexter,2022-05-18 21:00:00,CPU,115,32,265
T4745,Violet,2022-05-24 22:00:00,GPU,80,32,255
T4746,Jordan,2022-05-25 08:00:00,CPU,55,32,350
T4747,Blake,2022-05-19 16:00:00,GPU,80,64,565
T4748,Aston,2022-05-20 14:00:00,GPU,135,64,935
T4749,Camila,2022-05-24 22:00:00,CPU,150,8,1145
T4750,Lucas,2022-05-23 07:00:00,CPU,115,64,895
T4751,Blake,2022-05-21 03:00:00,CPU,120,8,1155
T4752,Nicholas,2022-05-17 23:00:00,GPU,75,8,1195
T4753,Leonardo,2022-05-20 06:00:00,GPU,120,128,860
T4754,Isabella,2022-05-18 14:00:00,GPU,110,16,1060
T4755,Alberta,2022-05-26 20:00:00,CPU,150,16,565
T4756,Jordan,2022-05-24 02:00:00,GPU,100,128,405
T4757,Daryl,2022-05-27 13:00:00,CPU,140,16,530
T4758,Daryl,2022-05-30 20:00:00,CPU,130,8,1215
T4759,Stuart,2022-05-19 23:00:00,CPU,55,128,925
T4760,Lucia,2022-05-26 14:00:00,CPU,145,32,555
T4761,Stella,2022-05-28 19:00:00,CPU,105,64,980
T4762,Anna,2022-05-17 18:00:00,CPU,145,16,695
T4763,Robert,2022-05-28 08:00:00,GPU,135,32,1020
T4764,Sabrina,2022-05-17 09:00:00,GPU,105,8,1035
T4765,Anna,2022-05-22 18:00:00,CPU,130,128,1205
T4766,Richard,2022-05-27 06:00:00,CPU,55,128,620
T4767,Lenny,2022-05-25 03:00:00,CPU,95,16,1045
T4768,Isabella,2022-05-19 11:00:00,CPU,140,16,1045
T4769,David,2022-05-16 07:00:00,CPU,130,8,1215
T4770,Dexter,2022-05-31 04:00:00,CPU,105,128,840
T4771,Kevin,2022-05-22 04:00:00,GPU,100,64,800
T4772,Fenton,2022-05-19 15:00:00,GPU,140,128,1230
T4773,Sabrina,2022-05-15 01:00:00,GPU,150,8,935
T4774,Aida,2022-05-20 08:00:00,CPU,70,8,1220
T4775,Alina,2022-05-31 00:00:00,CPU,95,32,500
T4776,Stuart,2022-05-21 23:00:00,CPU,135,64,575
T4777,Nicholas,2022-05-29 00:00:00,GPU,105,32,530
T4778,Myra,2022-05-19 03:00:00,CPU,120,128,875
T4779,Darcy,2022-05-26 05:00:00,GPU,125,32,470
T4780,Lydia,2022-05-15 09:00:00,CPU,130,64,485
T4781,Edwin,2022-05-25 10:00:00,CPU,100,64,445
T4782,Tyler,2022-05-30 21:00:00,CPU,95,128,715
T4783,Mary,2022-05-17 03:00:00,GPU,105,128,750
T4784,Kellan,2022-05-23 20:00:00,GPU,65,16,465
T4785,Agata,2022-05-16 07:00:00,GPU,120,128,305
T4786,Sophia,2022-05-15 12:00:00,CPU,50,64,455
T4787,Alford,2022-05-21 12:00:00,CPU,120,32,445
T4788,Agata,2022-05-30 11:00:00,GPU,140,16,960
T4789,Alexander,2022-05-18 10:00:00,GPU,95,64,1185
T4790,Myra,2022-05-19 16:00:00,CPU,95,8,1135
T4791,Sydney,2022-05-15 18:00:00,CPU,100,128,315
T4792,Rubie,2022-05-30 02:00:00,GPU,120,16,680
T4793,Daryl,2022-05-21 00:00:00,CPU,100,16,465
T4794,Valeria,2022-05-31 17:00:00,GPU,125,16,730
T4795,Myra,2022-05-25 17:00:00,GPU,60,32,930
T4796,Sofia,2022-05-18 08:00:00,CPU,85,32,315
T4797,Emma,2022-05-24 07:00:00,GPU,110,8,1170
T4798,Carlos,2022-05-28 03:00:00,CPU,90,128,810
T4799,Rosie,2022-05-23 19:00:00,CPU,90,32,1240
T4800,Agata,2022-05-18 10:00:00,GPU,50,16,1030
T4801,Stella,2022-05-19 03:00:00,CPU,140,16,1090
T4802,Alexia,2022-05-16 16:00:00,CPU,140,64,695
T4803,Derek,2022-05-20 06:00:00,CPU,100,8,620
T4804,Audrey,2022-05-29 09:00:00,CPU,135,8,605
T4805,Isabella,2022-05-23 18:00:00,CPU,85,128,735
T4806,Vivian,2022-05-21 21:00:00,GPU,110,16,435
T4807,Garry,2022-05-19 13:00:00,CPU,95,64,305
T4808,Edwin,2022-05-20 17:00:00,GPU,60,64,1160
T4809,Marcus,2022-05-30 03:00:00,CPU,65,64,715
T4810,Sienna,2022-05-28 20:00:00,CPU,85,128,1075
T4811,Jacob,2022-05-23 08:00:00,CPU,125,128,490
T4812,Aiden,2022-05-20 12:00:00,CPU,80,64,1185
T4813,Alexia,2022-05-18 12:00:00,CPU,90,64,785
T4814,Tyler,2022-05-15 21:00:00,GPU,115,16,1025
T4815,John,2022-05-23 00:00:00,GPU,115,64,1155
T4816,Lucia,2022-05-19 07:00:00,GPU,100,8,740
T4817,Vivian,2022-05-29 16:00:00,CPU,115,128,605
T4818,Kevin,2022-05-22 21:00:00,CPU,60,16,570
T4819,Tess,2022-05-30 09:00:00,CPU,140,64,990
T4820,Tess,2022-05-19 06:00:00,CPU,70,64,630
T4821,Charlie,2022-05-16 09:00:00,CPU,110,64,1020
T4822,Vivian,2022-05-27 21:00:00,CPU,50,16,280
T4823,Aida,2022-05-20 12:00:00,GPU,75,8,1045
T4824,Carlos,2022-05-27 22:00:00,CPU,55,16,865
T4825,Madaline,2022-05-23 23:00:00,GPU,100,64,285
T4826,Mary,2022-05-29 05:00:00,CPU,85,16,400
T4827,Rafael,2022-05-17 11:00:00,CPU,95,128,1200
T4828,Derek,2022-05-22 01:00:00,GPU,120,8,1045
T4829,Kelvin,2022-05-26 01:00:00,GPU,150,32,1130
T4830,Kelvin,2022-05-22 06:00:00,GPU,55,64,1210
T4831,Henry,2022-05-31 12:00:00,CPU,115,16,350
T4832,Eleanor,2022-05-24 20:00:00,GPU,110,128,305
T4833,David,2022-05-31 20:00:00,GPU,65,16,1085
T4834,Alexander,2022-05-16 01:00:00,GPU,120,16,295
T4835,Nicholas,2022-05-23 07:00:00,CPU,135,64,1235
T4836,Alen,2022-05-24 19:00:00,GPU,105,128,700
T4837,Jenna,2022-05-22 13:00:00,GPU,140,64,910
T4838,Kellan,2022-05-28 22:00:00,CPU,150,32,375
T4839,Maddie,2022-05-24 15:00:00,CPU,70,16,1145
T4840,Michelle,2022-05-16 09:00:00,GPU,115,64,495
T4841,Aston,2022-05-25 03:00:00,GPU,80,16,300
T4842,Agata,2022-05-16 18:00:00,GPU,100,32,725
T4843,Maya,2022-05-28 17:00:00,GPU,65,128,1060
T4844,Carlos,2022-05-22 00:00:00,CPU,60,32,550
T4845,Hailey,2022-05-17 22:00:00,CPU,60,16,965
T4846,Eleanor,2022-05-27 01:00:00,CPU,70,16,790
T4847,Camila,2022-05-29 10:00:00,CPU,65,16,670
T4848,Lydia,2022-05-31 11:00:00,CPU,120,128,665
T4849,Dexter,2022-05-17 08:00:00,GPU,120,16,755
T4850,Agata,2022-05-18 06:00:00,GPU,70,16,965
T4851,Sophia,2022-05-19 08:00:00,CPU,55,128,1175
T4852,Oliver,2022-05-23 06:00:00,GPU,150,64,1000
T4853,Sydney,2022-05-23 04:00:00,GPU,80,16,575
T4854,Briony,2022-05-23 14:00:00,CPU,90,8,1045
T4855,Sienna,2022-05-16 12:00:00,CPU,140,8,1230
T4856,Rubie,2022-05-17 08:00:00,GPU,120,32,375
T4857,Sophia,2022-05-17 13:00:00,GPU,100,16,365
T4858,John,2022-05-17 16:00:00,GPU,115,64,570
T4859,Honey,2022-05-21 07:00:00,GPU,95,8,900
T4860,Rafael,2022-05-15 19:00:00,GPU,50,16,1065
T4861,Tyler,2022-05-23 23:00:00,GPU,130,64,755
T4862,David,2022-05-31 08:00:00,GPU,55,32,1225
T4863,Carlos,2022-05-16 08:00:00,GPU,120,16,340
T4864,Connie,2022-05-26 05:00:00,GPU,65,64,270
T4865,Alexander,2022-05-15 19:00:00,CPU,105,16,565
T4866,Valeria,2022-05-21 13:00:00,CPU,60,16,410
T4867,Rosie,2022-05-30 09:00:00,GPU,50,16,680
T4868,Arianna,2022-05-18 15:00:00,GPU,110,16,895
T4869,Stuart,2022-05-16 13:00:00,GPU,65,8,830
T4870,Tyler,2022-05-29 13:00:00,GPU,100,128,1005
T4871,Chloe,2022-05-25 07:00:00,CPU,150,16,1070
T4872,James,2022-05-24 11:00:00,GPU,125,8,675
T4873,Fenton,2022-05-27 03:00:00,CPU,110,32,305
T4874,Robert,2022-05-25 22:00:00,CPU,110,16,610
T4875,Chester,2022-05-23 23:00:00,CPU,80,128,960
T4876,Chester,2022-05-28 08:00:00,GPU,150,128,250
T4877,Lucas,2022-05-23 10:00:00,GPU,120,64,890
T4878,Kellan,2022-05-25 05:00:00,CPU,95,16,950
T4879,Charlie,2022-05-26 15:00:00,CPU,95,64,1035
T4880,Daryl,2022-05-17 06:00:00,GPU,105,16,820
T4881,Alexander,2022-05-16 17:00:00,CPU,70,64,580
T4882,Sarah,2022-05-18 00:00:00,GPU,70,32,1205
T4883,Eddy,2022-05-31 02:00:00,GPU,135,64,800
T4884,Rafael,2022-05-27 13:00:00,CPU,145,64,500
T4885,Darcy,2022-05-20 22:00:00,GPU,60,16,1205
T4886,Jordan,2022-05-15 15:00:00,CPU,135,8,550
T4887,Kellan,2022-05-19 02:00:00,GPU,65,64,580
T4888,Jasmine,2022-05-15 09:00:00,CPU,100,8,835
T4889,Hailey,2022-05-19 08:00:00,GPU,50,64,1165
T4890,Kelsey,2022-05-17 23:00:00,CPU,55,64,945
T4891,Alexander,2022-05-30 08:00:00,CPU,105,8,955
T4892,Rafael,2022-05-22 08:00:00,CPU,105,32,775
T4893,Tyler,2022-05-26 04:00:00,CPU,135,32,600
T4894,Jordan,2022-05-26 12:00:00,CPU,120,16,1125
T4895,Richard,2022-05-25 06:00:00,GPU,150,8,565
T4896,Eddy,2022-05-15 19:00:00,GPU,65,64,420
T4897,Julian,2022-05-30 06:00:00,CPU,150,128,285
T4898,Alexia,2022-05-26 20:00:00,GPU,60,16,445
T4899,Mary,2022-05-31 16:00:00,CPU,65,64,410
T4900,Sarah,2022-05-15 09:00:00,CPU,140,32,955
T4901,Stuart,2022-05-28 07:00:00,GPU,60,8,320
T4902,Agata,2022-05-22 17:00:00,CPU,130,8,775
T4903,David,2022-05-26 13:00:00,GPU,140,64,915
T4904,Marcus,2022-05-25 22:00:00,CPU,60,8,640
T4905,David,2022-05-31 02:00:00,CPU,140,32,780
T4906,Kristian,2022-05-25 10:00:00,GPU,60,16,970
T4907,Kellan,2022-05-23 18:00:00,CPU,150,16,1230
T4908,Rafael,2022-05-20 12:00:00,CPU,135,8,925
T4909,Violet,2022-05-25 22:00:00,CPU,145,128,505
T4910,Hailey,2022-05-24 08:00:00,CPU,100,8,840
T4911,Violet,2022-05-16 20:00:00,CPU,90,16,880
T4912,Richard,2022-05-30 20:00:00,GPU,55,128,895
T4913,Sabrina,2022-05-21 12:00:00,CPU,70,128,335
T4914,Henry,2022-05-18 21:00:00,CPU,50,8,605
T4915,Nicholas,2022-05-29 05:00:00,GPU,130,8,1085
T4916,Alfred,2022-05-21 04:00:00,GPU,55,64,745
T4917,Evelyn,2022-05-17 13:00:00,GPU,105,128,485
T4918,Rosie,2022-05-28 14:00:00,CPU,135,32,910
T4919,Emma,2022-05-28 13:00:00,GPU,100,128,1095
T4920,Mary,2022-05-31 09:00:00,GPU,70,64,280
T4921,Rafael,2022-05-15 23:00:00,CPU,90,8,950
T4922,Alissa,2022-05-22 20:00:00,CPU,75,32,640
T4923,Eleanor,2022-05-22 05:00:00,GPU,80,64,415
T4924,Nicholas,2022-05-16 07:00:00,CPU,130,64,830
T4925,Rafael,2022-05-21 10:00:00,GPU,110,16,385
T4926,Darcy,2022-05-29 15:00:00,CPU,145,16,700
T4927,Emma,2022-05-22 08:00:00,GPU,60,64,1175
T4928,Nicole,2022-05-26 16:00:00,GPU,100,64,475
T4929,Darcy,2022-05-21 08:00:00,CPU,85,32,975
T4930,Aston,2022-05-16 11:00:00,GPU,120,8,1140
T4931,Madaline,2022-05-20 01:00:00,CPU,90,32,390
T4932,Tess,2022-05-30 03:00:00,CPU,75,32,935
T4933,Paul,2022-05-31 07:00:00,GPU,95,128,845
T4934,Kevin,2022-05-31 12:00:00,CPU,110,8,900
T4935,Briony,2022-05-17 01:00:00,GPU,120,16,885
T4936,Alissa,2022-05-29 21:00:00,CPU,85,128,1040
T4937,Rafael,2022-05-27 14:00:00,GPU,80,128,845
T4938,Kellan,2022-05-26 00:00:00,GPU,120,16,1210
T4939,Sabrina,2022-05-26 05:00:00,GPU,110,32,350
T4940,Dexter,2022-05-31 16:00:00,CPU,100,64,560
T4941,Adele,2022-05-16 05:00:00,GPU,85,32,1060
T4942,Dainton,2022-05-25 09:00:00,GPU,50,16,1035
T4943,Richard,2022-05-27 09:00:00,CPU,60,8,1030
T4944,Rafael,2022-05-25 02:00:00,GPU,80,32,395
T4945,Melanie,2022-05-22 14:00:00,GPU,70,64,400
T4946,John,2022-05-19 14:00:00,GPU,120,16,290
T4947,Kellan,2022-05-19 19:00:00,CPU,110,64,840
T4948,Alen,2022-05-28 19:00:00,CPU,140,128,1090
T4949,Lydia,2022-05-16 07:00:00,CPU,140,64,435
T4950,Myra,2022-05-19 12:00:00,GPU,110,8,310
T4951,Fenton,2022-05-19 13:00:00,GPU,125,16,640
T4952,Hailey,2022-05-17 04:00:00,GPU,135,16,430
T4953,Kellan,2022-05-27 18:00:00,GPU,80,128,540
T4954,Chester,2022-05-15 13:00:00,CPU,75,16,815
T4955,Edward,2022-05-17 19:00:00,CPU,75,32,1125
T4956,Adele,2022-05-27 01:00:00,CPU,90,8,420
T4957,Hailey,2022-05-24 22:00:00,CPU,75,32,1125
T4958,Honey,2022-05-24 05:00:00,CPU,135,128,945
T4959,John,2022-05-24 04:00:00,CPU,70,32,970
T4960,James,2022-05-30 18:00:00,GPU,70,32,1240
T4961,Kelvin,2022-05-22 14:00:00,GPU,55,32,310
T4962,Nicole,2022-05-15 23:00:00,GPU,130,128,1045
T4963,Myra,2022-05-27 20:00:00,GPU,135,8,675
T4964,Aida,2022-05-28 21:00:00,GPU,125,64,745
T4965,Evelyn,2022-05-18 14:00:00,CPU,135,64,1155
T4966,Alen,2022-05-17 08:00:00,CPU,145,8,1115
T4967,Honey,2022-05-28 11:00:00,CPU,50,8,820
T4968,Isabella,2022-05-15 23:00:00,CPU,75,16,1205
T4969,Rafael,2022-05-27 17:00:00,GPU,115,32,415
T4970,Carlos,2022-05-20 17:00:00,CPU,95,64,425
T4971,Luke,2022-05-22 07:00:00,GPU,110,64,980
T4972,Julian,2022-05-17 14:00:00,GPU,55,128,1050
T4973,Michael,2022-05-20 06:00:00,CPU,70,64,825
T4974,Rafael,2022-05-20 02:00:00,CPU,55,128,1195
T4975,Rafael,2022-05-20 18:00:00,GPU,125,16,660
T4976,Valeria,2022-05-25 13:00:00,GPU,70,32,1140
T4977,Richard,2022-05-28 16:00:00,CPU,80,16,1230
T4978,Natalie,2022-05-16 07:00:00,GPU,90,32,1130
T4979,Deanna,2022-05-20 18:00:00,CPU,110,64,1070
T4980,Arthur,2022-05-17 03:00:00,GPU,115,16,795
T4981,Anna,2022-05-26 22:00:00,GPU,110,64,700
T4982,Elian,2022-05-30 04:00:00,CPU,90,16,510
T4983,Michelle,2022-05-24 13:00:00,CPU,50,128,715
T4984,Oliver,2022-05-24 10:00:00,GPU,120,8,875
T4985,Rafael,2022-05-22 13:00:00,GPU,110,64,300
T4986,Rafael,2022-05-24 11:00:00,CPU,125,64,1020
T4987,Kelsey,2022-05-29 10:00:00,GPU,105,8,525
T4988,Nicole,2022-05-31 10:00:00,GPU,140,32,1065
T4989,Robert,2022-05-17 03:00:00,CPU,85,32,390
T4990,Michelle,2022-05-21 18:00:00,GPU,60,16,735
T4991,Daisy,2022-05-22 10:00:00,GPU,130,8,395
T4992,Aida,2022-05-25 09:00:00,GPU,80,8,525
T4993,Aston,2022-05-27 05:00:00,GPU,140,128,1110
T4994,Sam,2022-05-22 20:00:00,CPU,145,128,560
T4995,Maddie,2022-05-17 21:00:00,GPU,85,128,735
T4996,Nicole,2022-05-20 02:00:00,CPU,145,32,1145
T4997,Lucas,2022-05-29 18:00:00,GPU,115,64,1175
T4998,Michelle,2022-05-16 00:00:00,GPU,50,32,535
T4999,Emma,2022-05-24 23:00:00,GPU,120,32,615
T5000,Myra,2022-05-16 11:00:00,CPU,140,32,580
T5001,Byron,2022-05-20 15:00:00,CPU,110,128,1055
T5002,Carl,2022-05-18 05:00:00,CPU,140,8,755
T5003,Thomas,2022-05-23 04:00:00,GPU,85,32,320
T5004,Oliver,2022-05-17 16:00:00,GPU,70,128,1235
T5005,Jordan,2022-05-29 02:00:00,GPU,70,64,375
T5006,Sienna,2022-05-29 05:00:00,GPU,115,8,645
T5007,Rafael,2022-05-18 23:00:00,GPU,85,32,865
T5008,Mary,2022-05-27 17:00:00,GPU,60,64,675
T5009,Marcus,2022-05-20 06:00:00,GPU,145,16,490
T5010,Alexander,2022-05-24 15:00:00,GPU,60,32,830
T5011,Rafael,2022-05-17 12:00:00,GPU,120,64,350
T5012,Edwin,2022-05-21 10:00:00,CPU,75,64,905
T5013,Adele,2022-05-25 07:00:00,CPU,100,64,295
T5014,Alberta,2022-05-17 00:00:00,GPU,150,16,780
T5015,Briony,2022-05-21 21:00:00,CPU,140,32,300
T5016,Edward,2022-05-28 23:00:00,CPU,115,16,310
T5017,Valeria,2022-05-15 01:00:00,CPU,115,64,860
T5018,Lucas,2022-05-31 15:00:00,GPU,85,32,310
T5019,Kelsey,2022-05-18 22:00:00,CPU,120,8,1005
T5020,Nicole,2022-05-22 01:00:00,CPU,115,8,1070
T5021,Alexander,2022-05-20 12:00:00,CPU,65,64,1220
T5022,Sabrina,2022-05-17 09:00:00,CPU,65,64,425
T5023,Samantha,2022-05-24 12:00:00,GPU,130,8,290
T5024,Abigail,2022-05-29 20:00:00,CPU,110,8,730
T5025,Valeria,2022-05-15 12:00:00,GPU,120,8,285
T5026,Rosie,2022-05-17 16:00:00,GPU,110,8,890
T5027,Tyler,2022-05-28 00:00:00,GPU,110,16,870
T5028,Paul,2022-05-18 23:00:00,GPU,120,8,485
T5029,Stuart,2022-05-31 13:00:00,GPU,140,32,550
T5030,Thomas,2022-05-25 02:00:00,CPU,140,32,920
T5031,Myra,2022-05-22 05:00:00,GPU,110,16,440
T5032,Kelsey,2022-05-29 20:00:00,CPU,60,128,1105
T5033,Alberta,2022-05-19 09:00:00,CPU,105,32,1195
T5034,Henry,2022-05-23 22:00:00,GPU,125,64,525
T5035,Sam,2022-05-26 10:00:00,GPU,65,64,1160
T5036,Nicole,2022-05-15 23:00:00,GPU,85,32,970
T5037,Arianna,2022-05-26 23:00:00,GPU,105,32,465
T5038,Adele,2022-05-17 22:00:00,GPU,90,16,420
T5039,Rubie,2022-05-27 22:00:00,GPU,135,16,465
T5040,Maddie,2022-05-22 11:00:00,GPU,75,16,945
T5041,Albert,2022-05-16 23:00:00,GPU,140,16,570
T5042,Edwin,2022-05-16 13:00:00,GPU,95,16,870
T5043,Carlos,2022-05-15 02:00:00,GPU,145,128,570
T5044,Sophia,2022-05-26 02:00:00,CPU,120,8,470
T5045,Caroline,2022-05-18 04:00:00,GPU,105,8,595
T5046,James,2022-05-28 05:00:00,GPU,125,8,1075
T5047,Elise,2022-05-21 03:00:00,GPU,60,16,470
T5048,Oliver,2022-05-18 16:00:00,GPU,55,8,600
T5049,Rosie,2022-05-28 03:00:00,CPU,120,32,1145
T5050,Amelia,2022-05-29 01:00:00,GPU,145,64,790
T5051,Alexander,2022-05-18 07:00:00,GPU,150,64,535
T5052,Natalie,2022-05-29 05:00:00,GPU,115,8,640
T5053,Lucia,2022-05-22 19:00:00,GPU,60,64,640
T5054,Caroline,2022-05-31 07:00:00,GPU,130,8,615
T5055,Daisy,2022-05-31 02:00:00,GPU,145,128,1015
T5056,Aston,2022-05-28 08:00:00,CPU,145,64,870
T5057,Blake,2022-05-31 10:00:00,CPU,105,64,775
T5058,Kellan,2022-05-31 06:00:00,GPU,105,64,360
T5059,Eleanor,2022-05-30 11:00:00,GPU,70,8,955
T5060,Kate,2022-05-25 12:00:00,GPU,115,8,1030
T5061,Harold,2022-05-26 17:00:00,GPU,70,64,280
T5062,Kelvin,2022-05-17 08:00:00,GPU,110,128,935
T5063,Darcy,2022-05-29 14:00:00,GPU,150,32,605
T5064,Aiden,2022-05-16 05:00:00,GPU,130,16,365
T5065,Walter,2022-05-15 13:00:00,GPU,55,16,410
T5066,Sarah,2022-05-22 22:00:00,CPU,80,32,845
T5067,Kellan,2022-05-29 09:00:00,CPU,145,16,300
T5068,Sam,2022-05-19 09:00:00,GPU,105,32,415
T5069,Carl,2022-05-21 00:00:00,CPU,75,8,710
T5070,Alfred,2022-05-29 04:00:00,CPU,125,32,990
T5071,Connie,2022-05-18 13:00:00,CPU,140,32,860
T5072,Savana,2022-05-15 21:00:00,CPU,80,8,1240
T5073,Arthur,2022-05-30 22:00:00,GPU,120,16,850
T5074,Sam,2022-05-22 15:00:00,CPU,115,32,785
T5075,Honey,2022-05-29 13:00:00,CPU,135,8,275
T5076,Lenny,2022-05-24 23:00:00,CPU,130,32,825
T5077,Abigail,2022-05-20 08:00:00,GPU,135,64,400
T5078,Ryan,2022-05-25 14:00:00,CPU,135,8,680
T5079,David,2022-05-28 18:00:00,GPU,100,16,790
T5080,Ryan,2022-05-26 01:00:00,CPU,55,16,715
T5081,Amber,2022-05-15 08:00:00,CPU,90,8,1250
T5082,Rafael,2022-05-26 13:00:00,CPU,120,128,1055
T5083,Jordan,2022-05-22 17:00:00,CPU,65,64,1075
T5084,James,2022-05-18 22:00:00,GPU,105,128,770
T5085,Oliver,2022-05-15 23:00:00,GPU,110,64,670
T5086,Jacob,2022-05-20 00:00:00,CPU,110,64,850
T5087,Rosie,2022-05-18 05:00:00,CPU,135,8,610
T5088,Stuart,2022-05-21 01:00:00,GPU,70,16,250
T5089,Garry,2022-05-25 23:00:00,CPU,120,128,935
T5090,Jenna,2022-05-31 17:00:00,CPU,130,64,825
T5091,Alen,2022-05-18 18:00:00,GPU,75,64,930
T5092,Jordan,2022-05-26 23:00:00,GPU,115,16,1140
T5093,Daisy,2022-05-31 02:00:00,CPU,145,64,310
T5094,Abigail,2022-05-19 23:00:00,CPU,70,128,845
T5095,Sofia,2022-05-18 08:00:00,GPU,105,64,830
T5096,Rubie,2022-05-15 08:00:00,CPU,80,128,870
T5097,Myra,2022-05-30 13:00:00,GPU,135,16,560
T5098,Stuart,2022-05-20 14:00:00,CPU,85,16,1005
T5099,Aston,2022-05-27 18:00:00,CPU,130,8,545
T5100,Florrie,2022-05-18 22:00:00,CPU,60,128,670
T5101,Albert,2022-05-28 23:00:00,GPU,140,32,710
T5102,Sophia,2022-05-25 07:00:00,CPU,70,128,455
T5103,Kate,2022-05-16 08:00:00,GPU,115,128,850
T5104,Harold,2022-05-21 15:00:00,GPU,75,128,885
T5105,Lucia,2022-05-31 14:00:00,GPU,65,16,735
T5106,Lydia,2022-05-18 20:00:00,GPU,100,16,655
T5107,Daisy,2022-05-17 16:00:00,GPU,60,8,895
T5108,Lucia,2022-05-16 09:00:00,GPU,60,8,765
